Course,ID,Department
"Love, Revolution and Nostalgia in Modern Arabic Poetry",ARAB,Arabic
Introduction to Catalan Language and Culture,CATL,Catalan
Catalan Language and Culture,CATL,Catalan
Catalan Language and Culture,CATL,Catalan
Independent Study in Catalan,CATL,Catalan
Beginning Hindi or Urdu,HNDI,Hindi-Urdu
Beginning Hindi or Urdu,HNDI,Hindi-Urdu
Intermediate Hindi-Urdu,HNDI,Hindi-Urdu
Intermediate Hindi-Urdu,HNDI,Hindi-Urdu
Advanced Hindi-Urdu,HNDI,Hindi-Urdu
Swahili I,LANG,Language Studies
Beginning Swahili II,LANG,Language Studies
Protest and Dissidence in Iran,LANG,Language Studies
Identity and Languages in Contemporary Africa,LANG,Language Studies
Language and Film Discourse in Africa,LANG,Language Studies
Theory and Practice of Intercultural Competence,LANG,Language Studies
Archipelagic Thinking with Global Literatures,LANG,Language Studies
Capstone Seminar in Intercultural Competence,LANG,Language Studies
Independent Study in Languages,LANG,Language Studies
Beginning Nahuatl,NAHU,Nahuatl
Beginning Nahuatl II,NAHU,Nahuatl
Intermediate Nahuatl,NAHU,Nahuatl
Nahuatl II,NAHU,Nahuatl
Advanced Nahuatl,NAHU,Nahuatl
Advanced Nahuatl II,NAHU,Nahuatl
Basic Persian,PRSN,Persian
Accelerated Persian,PRSN,Persian
Basic Persian,PRSN,Persian
Intermediate Persian Language and Culture,PRSN,Persian
Intermediate Persian Language and Culture,PRSN,Persian
Advanced Persian Language and Culture I,PRSN,Persian
Advanced Persian Language and Culture II,PRSN,Persian
"Modern Iran: Literature, Media & Pop Culture",PRSN,Persian
Reading Persian for Research,PRSN,Persian
Reading Persian for Research,PRSN,Persian
Persian Historical Texts & Codicology,PRSN,Persian
Iranian Cinema: Before and After the Islamic Revolution,PRSN,Persian
Introduction to Turkish Language and Culture I,TKSH,Turkish
Intensive Elementary Turkish Language and Culture,TKSH,Turkish
Introduction to Turkish,TKSH,Turkish
Intermediate Turkish,TKSH,Turkish
Intermediate Turkish II,TKSH,Turkish
Advanced Turkish I,TKSH,Turkish
Advanced Turkish II Online,TKSH,Turkish
"Istanbul, Global Metropolis",TKSH,Turkish
Introductory Ottoman Turkish I,TKSH,Turkish
Introduction to Yoruba I,YORU,Yoruba
Introduction to Yoruba,YORU,Yoruba
Introduction to Yoruba II,YORU,Yoruba
Intermediate Yoruba I,YORU,Yoruba
Intermediate Yoruba II,YORU,Yoruba
Cntemp Black Popl Mus-MCM1205G,LACA,Latin American Studies
"Music, Gender + Sexuality in the Americas",LACA,Latin American Studies
Latin American Urban Interventions,LACA,Latin American Studies
"Race, Racism, and Indigeneity in the Americas",LACA,Latin American Studies
Networked Movements,LACA,Latin American Studies
Consuming the Cold War in the Caribbean,LACA,Latin American Studies
Politics of Indigeneity in Brazil,LACA,Latin American Studies
Researching Social Movements in Latin America,LACA,Latin American Studies
Music and Sports in the Americas,LACA,Latin American Studies
Caribbean Feminisms,LACA,Latin American Studies
Health of Hispaniola,LACA,Latin American Studies
Indigenous Politics in Latin America,LACA,Latin American Studies
The Art of Revolution in Latin America,LACA,Latin American Studies
Latinx Music in the U.S.,LACA,Latin American Studies
Latin American Authors Encounter the Sciences,LACA,Latin American Studies
Arts of the Environment in the Americas,LACA,Latin American Studies
Andean-Caribbean Dialogues of Negritude,LACA,Latin American Studies
"The Amazon, Climate Change, and Conservation",LACA,Latin American Studies
Environment and Development in Latin America,LACA,Latin American Studies
Popular Music and Social Change in Latin America,LACA,Latin American Studies
"Race, Music and Literature in the Spanish Caribbean",LACA,Latin American Studies
Institutions of Justice and Democracy in Latin America,LACA,Latin American Studies
Literature and Popular Culture in Latin America,LACA,Latin American Studies
Shaping the Brazilian Nation through Music,LACA,Latin American Studies
Urban Latin America,LACA,Latin American Studies
The Making of Modern Brazil,LACA,Latin American Studies
Human Rights in Twenty-First Century Latin America,LACA,Latin American Studies
Political Systems and Political Parties in Latin America,LACA,Latin American Studies
Latin American Literature in an Era of Globalization,LACA,Latin American Studies
Engaged Humanities: Storytelling in the Americas,LACA,Latin American Studies
Portuguese Overseas-POBS2500B,LACA,Latin American Studies
First Year Seminar: A Taste of the Infinite,MATH,Mathematics
Exploring the Fourth Dimension,MATH,Mathematics
From 'Flatland' to the Fourth Dimension,MATH,Mathematics
Analytic Geometry and Calculus,MATH,Mathematics
Analytic Geometry and Calculus,MATH,Mathematics
Calculus with Applications to Social Science,MATH,Mathematics
Math Teaching Fellows Program,MATH,Mathematics
"Single Variable Calculus, Part I",MATH,Mathematics
"Single Variable Calculus, Part II",MATH,Mathematics
"Single Variable Calculus, Part II (Accelerated)",MATH,Mathematics
Multivariable Calculus,MATH,Mathematics
"Single Variable Calculus, Part II (Physics/Engineering)",MATH,Mathematics
Multivariable Calculus (Physics/Engineering),MATH,Mathematics
Multivariable Calculus With Theory,MATH,Mathematics
Introduction to Number Theory,MATH,Mathematics
Linear Algebra,MATH,Mathematics
Linear Algebra With Theory,MATH,Mathematics
Problems from the History of Mathematics,MATH,Mathematics
Mathematical Forms in Architecture,MATH,Mathematics
Introduction to Higher Mathematics,MATH,Mathematics
Introduction to Higher Mathematics,MATH,Mathematics
The Art of Writing Mathematics,MATH,Mathematics
The Art of Writing Mathematics,MATH,Mathematics
Analysis: Functions of One Variable,MATH,Mathematics
Graph Theory,MATH,Mathematics
Fundamental Problems of Geometry,MATH,Mathematics
Differential Geometry,MATH,Mathematics
Cryptography,MATH,Mathematics
Ordinary Differential Equations,MATH,Mathematics
Partial Differential Equations,MATH,Mathematics
Functions of Several Variables,MATH,Mathematics
Functions Of Several Variables,MATH,Mathematics
Probability,MATH,Mathematics
Mathematical Statistics,MATH,Mathematics
Graph Theory,MATH,Mathematics
Complex Analysis,MATH,Mathematics
Topics in Functional Analysis,MATH,Mathematics
Topology,MATH,Mathematics
Complex Analysis,MATH,Mathematics
Abstract Algebra,MATH,Mathematics
Topics in Abstract Algebra,MATH,Mathematics
Number Theory,MATH,Mathematics
Cryptography,MATH,Mathematics
Probability,MATH,Mathematics
Mathematical Statistics,MATH,Mathematics
Real Analysis I,MATH,Mathematics
Real Analysis II,MATH,Mathematics
Topology,MATH,Mathematics
Manifolds,MATH,Mathematics
Applied Algebraic Topology,MATH,Mathematics
A Second Course in Linear Algebra,MATH,Mathematics
Introduction to Lie Algebras,MATH,Mathematics
Differential Geometry,MATH,Mathematics
Algebraic Geometry,MATH,Mathematics
Algebraic Geometry,MATH,Mathematics
Introduction to Manifolds,MATH,Mathematics
Real Function Theory,MATH,Mathematics
Real Function Theory,MATH,Mathematics
Complex Function Theory,MATH,Mathematics
Complex Function Theory,MATH,Mathematics
Partial Differential Equations,MATH,Mathematics
Partial Differential Equations,MATH,Mathematics
Topology,MATH,Mathematics
Algebraic Topology,MATH,Mathematics
Algebra,MATH,Mathematics
Algebra,MATH,Mathematics
Number Theory,MATH,Mathematics
Number Theory,MATH,Mathematics
Probability,MATH,Mathematics
Probability,MATH,Mathematics
"Probability, Quantum Field Theory, and Geometry",MATH,Mathematics
Solitary Waves,MATH,Mathematics
Gluing Constructions in Differential Geometry,MATH,Mathematics
Lie Groups and Lie Algebras,MATH,Mathematics
Arithmetic Groups,MATH,Mathematics
Stable Homotopy Theory,MATH,Mathematics
Topics in Complex and p-adic Dynamics,MATH,Mathematics
Topics in Effective Harmonic Analysis,MATH,Mathematics
Harmonic Analysis on Polytopes and Cones,MATH,Mathematics
"Random Walks, Spanning Trees, and Abelian Sandpiles",MATH,Mathematics
Geometry of Moduli Spaces of Curves,MATH,Mathematics
Topics in Harmonic Analysis,MATH,Mathematics
Multiple Dirichlet Series,MATH,Mathematics
Piecewise Isometric Maps,MATH,Mathematics
Advanced Topics in Mathematics,MATH,Mathematics
Topics in Geometric Analysis,MATH,Mathematics
Introduction to Hodge Structures,MATH,Mathematics
Automorphic Representations for GL(2),MATH,Mathematics
Groups Acting on Trees,MATH,Mathematics
Equivariant Homotopy Theory,MATH,Mathematics
Stability Problems in Non-collisional Kinetic Theory,MATH,Mathematics
Survey of K-theory,MATH,Mathematics
Medieval Bodies: Medieval Perspectives,MDVL,Medeival Studies
"Muslims, Jews, and Christians in Medieval Iberia",MDVL,Medeival Studies
Life/After Apst Paul-RELS1330A,MDVL,Medeival Studies
The Middle East: Cultures & Societies,MES,Middle Eastern Studies
Cultures of the Contemporary Middle East,MES,Middle Eastern Studies
"Forced Displacement: History, Ecologies and Impacts",MES,Middle Eastern Studies
"Cultures, Societies and Resistance in the Arab World",MES,Middle Eastern Studies
Tradition and Protest: Persian and Iranian Music,MES,Middle Eastern Studies
Revolution and Poets: Content and Form in Iranian Poetry,MES,Middle Eastern Studies
Israel/Palestine: A Critical Lexicon,MES,Middle Eastern Studies
Israel-Palestine: Public Humanities,MES,Middle Eastern Studies
The Modern Middle East: Struggles for Power and Justice,MES,Middle Eastern Studies
"Art, Culture, and Society in Tehran",MES,Middle Eastern Studies
Labor and the Long Downturn in the Middle East,MES,Middle Eastern Studies
Iranian Art: Sites and Sights,MES,Middle Eastern Studies
Ethics and Politics of Intimacy in the Middle East,MES,Middle Eastern Studies
"Iranian Cinema: History, Aesthetics, and Politics",MES,Middle Eastern Studies
Reflections on 'The Jewish Question',MES,Middle Eastern Studies
Ways of Seeing: The Arab World in Global Perspective,MES,Middle Eastern Studies
Palestine: A Comparative Ethnic Studies Approach,MES,Middle Eastern Studies
Modern Palestinian History,MES,Middle Eastern Studies
Policing and Imprisonment in the Modern Middle East,MES,Middle Eastern Studies
Understanding Palestine-Israel: Ideologies and Practices,MES,Middle Eastern Studies
Palestinians and Kurds: The Condition of Statelessness,MES,Middle Eastern Studies
Culture and Politics in the Modern Middle East,MES,Middle Eastern Studies
Histories of Watching and Surveying,MES,Middle Eastern Studies
Jerusalem Divided: Politics and Cultural Heritage,MES,Middle Eastern Studies
"Rural Palestine: Natives, Peasants, and Revolutionaries",MES,Middle Eastern Studies
Israel/Palestine: The One State Condition,MES,Middle Eastern Studies
The Middle East in Berlin: Urban Spaces and Voices,MES,Middle Eastern Studies
The Archival of Gestures,MES,Middle Eastern Studies
"The Palestinian Revolution, 1948-1982",MES,Middle Eastern Studies
The Pen and the Gun: Literature and the Political Body,MES,Middle Eastern Studies
Understanding Modern Iran,MES,Middle Eastern Studies
Middle East Studies Pro-Seminar,MES,Middle Eastern Studies
Middle East Politics,MES,Middle Eastern Studies
Islamic Economics,MES,Middle Eastern Studies
Israel/Palestine: Holy Land - Profane Spaces,MES,Middle Eastern Studies
The Anglo-Arab Novel,MES,Middle Eastern Studies
Islam and Human Rights,MES,Middle Eastern Studies
Visualizing the Middle East,MES,Middle Eastern Studies
The Arab Spring,MES,Middle Eastern Studies
"Arab Youth: Movements, Cultures, and Discourses",MES,Middle Eastern Studies
Cultures of Neoliberalism in the Middle East,MES,Middle Eastern Studies
Colonialism and Human Rights,MES,Middle Eastern Studies
Elites in Arab Culture and Society,MES,Middle Eastern Studies
Displacement and Refugees in the Middle East,MES,Middle Eastern Studies
Theory and Analysis of Modern Culture and Media,MCM,Modern Culture and Media
Print Cultures: Textuality and the History of Books,MCM,Modern Culture and Media
Digital Media,MCM,Modern Culture and Media
Television Studies,MCM,Modern Culture and Media
Visuality and Visual Theories,MCM,Modern Culture and Media
Cinematic Coding and Narrativity,MCM,Modern Culture and Media
Introduction to the Moving Image,MCM,Modern Culture and Media
Introduction to the Production Image,MCM,Modern Culture and Media
Introduction to Film Preservation and Restoration,MCM,Modern Culture and Media
Introduction to DJ Culture,MCM,Modern Culture and Media
Introduction to Filmic Practice: Time and Form,MCM,Modern Culture and Media
Intermediate Filmmaking: Cinematic Space,MCM,Modern Culture and Media
Application required,MCM,Modern Culture and Media
TV/Not TV: Theory and Practice,MCM,Modern Culture and Media
"Intermediate Video Production: Sound, Image, Duration",MCM,Modern Culture and Media
Art in Digital Culture,MCM,Modern Culture and Media
Dynamic Futures: Speculative Media,MCM,Modern Culture and Media
Listening Beyond the Browserscape,MCM,Modern Culture and Media
"Art, Gender, Technology",MCM,Modern Culture and Media
Sonic Visions: The Art of Music Video Making,MCM,Modern Culture and Media
Intermediate Digital Media Production,MCM,Modern Culture and Media
Soundtracks: Sound Production and Visual Media,MCM,Modern Culture and Media
This is a Public Service Announcement,MCM,Modern Culture and Media
Agency and Representation,MCM,Modern Culture and Media
Freshman Seminar on Visuality,MCM,Modern Culture and Media
"Marx, Nietzsche, Freud: History of Theory",MCM,Modern Culture and Media
Sound for A Moving Image,MCM,Modern Culture and Media
Race and Imagined Futures,MCM,Modern Culture and Media
The Face in Cinema,MCM,Modern Culture and Media
TV/Not TV: Theory and Production,MCM,Modern Culture and Media
Victim Testimonies,MCM,Modern Culture and Media
The Revolution is Being Photographed,MCM,Modern Culture and Media
Pirates!,MCM,Modern Culture and Media
Global Anime,MCM,Modern Culture and Media
Hitchcock: the Auteur,MCM,Modern Culture and Media
Film after Film: An Introduction to Digital Cinema,MCM,Modern Culture and Media
Hyper/Pop,MCM,Modern Culture and Media
"Art Films: Queer Time, Queer Space",MCM,Modern Culture and Media
Cinema and Stardom: Image/Industry/Fantasy,MCM,Modern Culture and Media
Global Cyberpunk,MCM,Modern Culture and Media
Real TV,MCM,Modern Culture and Media
Representing the Internet,MCM,Modern Culture and Media
"Photography/Film/Art: Memory, History and Ruin",MCM,Modern Culture and Media
Film Comedy,MCM,Modern Culture and Media
The Fantastic in Contemporary Cinema,MCM,Modern Culture and Media
'America' in Diaspora Literatures,MCM,Modern Culture and Media
Digital Culture and Art after 1989,MCM,Modern Culture and Media
Uncomfortable Media,MCM,Modern Culture and Media
Body Count: Technologies of Life and Death,MCM,Modern Culture and Media
"African American Media Visibility: Image, Culture, Crisis",MCM,Modern Culture and Media
Body/Gesture/Cinema,MCM,Modern Culture and Media
"Governing Sex: Citizenship, Violence, Media",MCM,Modern Culture and Media
Altered Cinema: The Cultural Politics of Film Revision,MCM,Modern Culture and Media
"Mediating Reproduction: Feminism, Art, Activism",MCM,Modern Culture and Media
Digital Cinema and the Inhuman,MCM,Modern Culture and Media
Puzzle Films,MCM,Modern Culture and Media
